species,name,c3.c4,crop.wild,tissue,fol.ed,study.type,ea.co2,eco2,aco2,plus.co2,add.info,lat,long,region,country,reference,n,element,delta,log.r
Cornus florida ,dogwood tree,C3,WLD,foliar,F,FACE,plus 200/amb,560,360,200,1998,35.97,-79.03,North Carolina,USA,Finzi et al 2001,3,P,0.0364,0.0358
Cucumis sativus,cucumber,C3,CRP,foliar,F,chamber,1000/350,1000,350,650, ,,,,,Peet et al 1986,10,Ca,-0.22,-0.2485
Cucumis sativus,cucumber,C3,CRP,foliar,F,chamber,1000/350,1000,350,650, ,,,,,Peet et al 1986,10,K,0,0
Cucumis sativus,cucumber,C3,CRP,foliar,F,chamber,1000/350,1000,350,650, ,,,,,Peet et al 1986,10,Mg,0,0
Cucumis sativus,cucumber,C3,CRP,foliar,F,chamber,1000/350,1000,350,650, ,,,,,Peet et al 1986,10,Mn,-0.4,-0.5108
Cucumis sativus,cucumber,C3,CRP,foliar,F,chamber,1000/350,1000,350,650, ,,,,,Peet et al 1986,10,N,-0.058,-0.0598
Cucumis sativus,cucumber,C3,CRP,foliar,F,chamber,1000/350,1000,350,650, ,,,,,Peet et al 1986,10,P,-0.015,-0.0151
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,C,0.1516,0.1412
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,Ca,0.0908,0.0869
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,Cd,0.0567,0.0552
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,Cr,-0.2603,-0.3015
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,Cu,0.1316,0.1236
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,Fe,-0.0778,-0.081
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,K,-0.0039,-0.0039
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,Mg,0.0129,0.0128
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,Mn,0.0463,0.0453
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,N,-0.243,-0.2784
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,Ni,-0.0843,-0.0881
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,Pb,0.0249,0.0246
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,S,-0.0912,-0.0956
Daucus carota 'T-1-111',carrot,C3,CRP,tuber,E,greenhouse,1000/400,1000,400,600, ,,,,,Azam et al 2013,3,Zn,-0.1713,-0.1879
Fagus sylvatica,beech tree,C3,WLD,above ground,F,glasshouse,650/390,650,390,260, ,,,,,Overdieck 1993,4,Ca,-0.134,-0.1439
Fagus sylvatica,beech tree,C3,WLD,above ground,F,glasshouse,650/390,650,390,260, ,,,,,Overdieck 1993,4,Fe,-0.0498,-0.0511
Fagus sylvatica,beech tree,C3,WLD,above ground,F,glasshouse,650/390,650,390,260, ,,,,,Overdieck 1993,4,K,0.0313,0.0308
Fagus sylvatica,beech tree,C3,WLD,above ground,F,glasshouse,650/390,650,390,260, ,,,,,Overdieck 1993,4,Mg,-0.1579,-0.1719
Fagus sylvatica,beech tree,C3,WLD,above ground,F,glasshouse,650/390,650,390,260, ,,,,,Overdieck 1993,4,Mn,-0.105,-0.1109
Fagus sylvatica,beech tree,C3,WLD,above ground,F,glasshouse,650/390,650,390,260, ,,,,,Overdieck 1993,4,N,-0.1,-0.1054
Fagus sylvatica,beech tree,C3,WLD,above ground,F,glasshouse,650/390,650,390,260, ,,,,,Overdieck 1993,4,P,0.0714,0.069
Fagus sylvatica,beech tree,C3,WLD,foliar,F,greenhouse,685/385,685,385,300, ,,,,,Rodenkirchen et al 2009,8,B,0.222,0.2005
Fagus sylvatica,beech tree,C3,WLD,foliar,F,greenhouse,685/385,685,385,300, ,,,,,Rodenkirchen et al 2009,8,Ca,0.0432,0.0423
Fagus sylvatica,beech tree,C3,WLD,foliar,F,greenhouse,685/385,685,385,300, ,,,,,Rodenkirchen et al 2009,8,Cu,-0.0857,-0.0896
Fagus sylvatica,beech tree,C3,WLD,foliar,F,greenhouse,685/385,685,385,300, ,,,,,Rodenkirchen et al 2009,8,Fe,-0.2378,-0.2715
Fagus sylvatica,beech tree,C3,WLD,foliar,F,greenhouse,685/385,685,385,300, ,,,,,Rodenkirchen et al 2009,8,K,-0.0955,-0.1004
Fagus sylvatica,beech tree,C3,WLD,foliar,F,greenhouse,685/385,685,385,300, ,,,,,Rodenkirchen et al 2009,8,Mg,-0.0394,-0.0402
Fagus sylvatica,beech tree,C3,WLD,foliar,F,greenhouse,685/385,685,385,300, ,,,,,Rodenkirchen et al 2009,8,Mn,0.1445,0.135
Fagus sylvatica,beech tree,C3,WLD,foliar,F,greenhouse,685/385,685,385,300, ,,,,,Rodenkirchen et al 2009,8,N,-0.182,-0.2009
Fagus sylvatica,beech tree,C3,WLD,foliar,F,greenhouse,685/385,685,385,300, ,,,,,Rodenkirchen et al 2009,8,P,-0.0439,-0.0449
Fagus sylvatica,beech tree,C3,WLD,foliar,F,greenhouse,685/385,685,385,300, ,,,,,Rodenkirchen et al 2009,8,S,-0.1532,-0.1662
Fagus sylvatica,beech tree,C3,WLD,foliar,F,greenhouse,685/385,685,385,300, ,,,,,Rodenkirchen et al 2009,8,Zn,-0.1473,-0.1593
Festuca pratensis,meadow fescue,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,Ca,-0.0953,-0.1002
Festuca pratensis,meadow fescue,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,K,-0.0772,-0.0803
Festuca pratensis,meadow fescue,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,Mg,-0.0496,-0.0509
Festuca pratensis,meadow fescue,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,N,-0.1164,-0.1238
Festuca pratensis,meadow fescue,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,P,-0.0062,-0.0062
Festuca pratensis,meadow fescue,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,Zn,-0.1326,-0.1423
Festuca vivipara,grass,C3,WLD,foliar,F,OTC,680/340,680,340,340, ,54.13,-2.67,Wales,UK,Baxter et al 1994,4,Ca,-0.2219,-0.2509
Festuca vivipara,grass,C3,WLD,foliar,F,OTC,680/340,680,340,340, ,54.13,-2.67,Wales,UK,Baxter et al 1994,4,K,-0.1254,-0.134
Festuca vivipara,grass,C3,WLD,foliar,F,OTC,680/340,680,340,340, ,54.13,-2.67,Wales,UK,Baxter et al 1994,4,Mg,-0.0561,-0.0577
Festuca vivipara,grass,C3,WLD,foliar,F,OTC,680/340,680,340,340, ,54.13,-2.67,Wales,UK,Baxter et al 1994,4,N,-0.2649,-0.3077
Festuca vivipara,grass,C3,WLD,foliar,F,OTC,680/340,680,340,340, ,54.13,-2.67,Wales,UK,Baxter et al 1994,4,P,-0.2195,-0.2478
Flindersia brayleyana,rainforest tree,C3,WLD,foliar,F,chamber,790/350,790,350,440, ,,,,,Kanowski 2001,5,Ca,-0.2271,-0.2576
Flindersia brayleyana,rainforest tree,C3,WLD,foliar,F,chamber,790/350,790,350,440, ,,,,,Kanowski 2001,5,Ca,-0.3227,-0.3896
Flindersia brayleyana,rainforest tree,C3,WLD,foliar,F,chamber,790/350,790,350,440, ,,,,,Kanowski 2001,5,K,-0.1511,-0.1638
Flindersia brayleyana,rainforest tree,C3,WLD,foliar,F,chamber,790/350,790,350,440, ,,,,,Kanowski 2001,5,K,-0.2392,-0.2734
Flindersia brayleyana,rainforest tree,C3,WLD,foliar,F,chamber,790/350,790,350,440, ,,,,,Kanowski 2001,5,N,-0.26,-0.3011
Flindersia brayleyana,rainforest tree,C3,WLD,foliar,F,chamber,790/350,790,350,440, ,,,,,Kanowski 2001,5,N,-0.3038,-0.3621
Flindersia brayleyana,rainforest tree,C3,WLD,foliar,F,chamber,790/350,790,350,440, ,,,,,Kanowski 2001,5,Na,-0.4273,-0.5574
Flindersia brayleyana,rainforest tree,C3,WLD,foliar,F,chamber,790/350,790,350,440, ,,,,,Kanowski 2001,5,Na,-0.4457,-0.59
Flindersia brayleyana,rainforest tree,C3,WLD,foliar,F,chamber,790/350,790,350,440, ,,,,,Kanowski 2001,5,P,-0.2277,-0.2584
Flindersia brayleyana,rainforest tree,C3,WLD,foliar,F,chamber,790/350,790,350,440, ,,,,,Kanowski 2001,5,P,-0.2616,-0.3033
Fragaria x ananassa,strawberry,C3,CRP,foliar,F,chamber,900/300,900,300,600, ,,,,,Keutgen et al 1997,3,Ca,-0.34,-0.4155
Fragaria x ananassa,strawberry,C3,CRP,foliar,F,chamber,900/300,900,300,600, ,,,,,Keutgen et al 1997,3,K,-0.6205,-0.9689
Fragaria x ananassa,strawberry,C3,CRP,foliar,F,chamber,900/300,900,300,600, ,,,,,Keutgen et al 1997,3,Mg,-0.3864,-0.4884
Fragaria x ananassa,strawberry,C3,CRP,foliar,F,chamber,900/300,900,300,600, ,,,,,Keutgen et al 1997,3,N,-0.6392,-1.0194
Fragaria x ananassa,strawberry,C3,CRP,foliar,F,chamber,900/300,900,300,600, ,,,,,Keutgen et al 1997,3,P,-0.5682,-0.8398
Galactia elliottii,Elliott's milkpea,C3,WLD,foliar,F,OTC,704/379,704,379,325, ,28.63,-80.7,Florida,USA,Hungate et al 2004,4,Fe,-0.3,-0.3567
Galactia elliottii,Elliott's milkpea,C3,WLD,foliar,F,OTC,704/379,704,379,325, ,28.63,-80.7,Florida,USA,Hungate et al 2004,4,Mo,-0.55,-0.7985
Galactia elliottii,Elliott's milkpea,C3,WLD,foliar,F,OTC,704/379,704,379,325, ,28.63,-80.7,Florida,USA,Hungate et al 2004,4,P,-0.0924,-0.097
Glycine max 'Merr.',soybean,C3,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,Ca,-0.0672,-0.0696
Glycine max 'Merr.',soybean,C3,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,Cu,-0.1777,-0.1956
Glycine max 'Merr.',soybean,C3,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,Fe,-0.0447,-0.0458
Glycine max 'Merr.',soybean,C3,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,K,-0.3657,-0.4553
Glycine max 'Merr.',soybean,C3,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,Mg,-0.1535,-0.1666
Glycine max 'Merr.',soybean,C3,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,Mn,-0.0267,-0.0271
Glycine max 'Merr.',soybean,C3,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,N,-0.2048,-0.2291
Glycine max 'Merr.',soybean,C3,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,P,-0.1536,-0.1667
Glycine max 'Merr.',soybean,C3,CRP,stover,F,OTC,720/360,720,360,360,avg over 3 years,32.62,-85.47,Alabama,USA,Prior et al 2008,9,Zn,0.0283,0.0279
Glycine max 'Merr.',soybean,C3,CRP,stems,F,chamber,600/400,600,400,200, ,,,,,Rodriguez et al 2011,3,Br,-0.3881,-0.4912
Glycine max 'Merr.',soybean,C3,CRP,stems,F,chamber,600/400,600,400,200, ,,,,,Rodriguez et al 2011,3,Co,-0.0256,-0.026
Glycine max 'Merr.',soybean,C3,CRP,stems,F,chamber,600/400,600,400,200, ,,,,,Rodriguez et al 2011,3,Cu,0.2321,0.2088
Glycine max 'Merr.',soybean,C3,CRP,stems,F,chamber,600/400,600,400,200, ,,,,,Rodriguez et al 2011,3,Fe,-0.359,-0.4447
Glycine max 'Merr.',soybean,C3,CRP,stems,F,chamber,600/400,600,400,200, ,,,,,Rodriguez et al 2011,3,Mn,0.4263,0.355
Glycine max 'Merr.',soybean,C3,CRP,stems,F,chamber,600/400,600,400,200, ,,,,,Rodriguez et al 2011,3,Ni,0.5162,0.4162
Glycine max 'Merr.',soybean,C3,CRP,stems,F,chamber,600/400,600,400,200, ,,,,,Rodriguez et al 2011,3,Pb,0.2335,0.2099
Glycine max 'Merr.',soybean,C3,CRP,stems,F,chamber,600/400,600,400,200, ,,,,,Rodriguez et al 2011,3,Zn,0.0309,0.0305
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,B,0.0526,0.0513
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,C,0,0
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,Ca,-0.0099,-0.0099
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,Cu,-0.2754,-0.3221
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,Fe,0,0
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,K,-0.0826,-0.0862
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,Mg,-0.0741,-0.077
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,Mn,-0.0385,-0.0393
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,Mo,0.3159,0.2745
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,N,-0.2366,-0.27
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,P,-0.187,-0.207
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,Si,0.2821,0.2485
Gossypium hirsutum 'Deltapine 77',cotton,C3,CRP,foliar,F,FACE,550/370,550,370,180,DOY 247,33.09,-111.98,Arizona,USA,Huluka et al 1994,4,Zn,-0.2308,-0.2624
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Ca,0.05,0.0488
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Ca,0.0476,0.0465
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Ca,0,0
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Ca,-0.0286,-0.029
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Cu,0.0203,0.0201
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Cu,-0.047,-0.0481
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Cu,-0.1052,-0.1111
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Cu,-0.2828,-0.3324
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Fe,0,0
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Fe,-0.0882,-0.0924
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Fe,-0.0916,-0.096
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Fe,-0.1972,-0.2196
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,K,0.0333,0.0327
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,K,0.0023,0.0023
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,K,-0.0118,-0.0119
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,K,-0.0283,-0.0287
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Mg,0.055,0.0536
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Mg,-0.0326,-0.0332
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Mg,-0.0625,-0.0645
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Mg,-0.087,-0.091
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,P,0.0938,0.0897
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,P,-0.0458,-0.0468
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,P,-0.1597,-0.174
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,P,-0.1846,-0.2041
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,S,-0.05,-0.0513
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,S,-0.0857,-0.0896
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,S,-0.1266,-0.1353
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,S,-0.1818,-0.2007
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Zn,0.0122,0.0121
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Zn,-0.099,-0.1043
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Zn,-0.1336,-0.1434
Hordeum vulgare,barley,C3,CRP,grain,E,FACE,550/375,550,375,175, ,52.3,10.43,Braunschweig,Germany,Erbs et 2010,2,Zn,-0.206,-0.2307
Hordeum vulgare 'Alexis',barley,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Ca,-0.102,-0.1076
Hordeum vulgare 'Alexis',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Ca,-0.0446,-0.0456
Hordeum vulgare 'Alexis',barley,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Fe,-0.0717,-0.0744
Hordeum vulgare 'Alexis',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Fe,0.0037,0.0037
Hordeum vulgare 'Alexis',barley,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,K,-0.0929,-0.0975
Hordeum vulgare 'Alexis',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,K,0.0506,0.0494
Hordeum vulgare 'Alexis',barley,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Mg,-0.1304,-0.1397
Hordeum vulgare 'Alexis',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Mg,-0.025,-0.0253
Hordeum vulgare 'Alexis',barley,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Mn,0.0076,0.0076
Hordeum vulgare 'Alexis',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Mn,0.0242,0.0239
Hordeum vulgare 'Alexis',barley,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,N,-0.1286,-0.1377
Hordeum vulgare 'Alexis',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,N,-0.1954,-0.2174
Hordeum vulgare 'Alexis',barley,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,P,-0.0173,-0.0175
Hordeum vulgare 'Alexis',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,P,-0.0026,-0.0026
Hordeum vulgare 'Alexis',barley,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,S,0.3129,0.2722
Hordeum vulgare 'Alexis',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,S,-0.1503,-0.1629
Hordeum vulgare 'Alexis',barley,C3,CRP,foliar,F,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Zn,-0.0659,-0.0682
Hordeum vulgare 'Alexis',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Zn,-0.1379,-0.1484
Hordeum vulgare 'Arena',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Ca,-0.0428,-0.0437
Hordeum vulgare 'Arena',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Fe,-0.1316,-0.1411
Hordeum vulgare 'Arena',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,K,0.0798,0.0768
Hordeum vulgare 'Arena',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Mg,-0.0303,-0.0308
Hordeum vulgare 'Arena',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Mn,-0.0138,-0.0139
Hordeum vulgare 'Arena',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,N,-0.1079,-0.1142
Hordeum vulgare 'Arena',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,P,0.0101,0.01
Hordeum vulgare 'Arena',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,S,-0.0961,-0.101
Hordeum vulgare 'Arena',barley,C3,CRP,grain,E,OTC,718/384,718,384,334, ,52.3,10.43,Braunschweig,Germany,Manderscheid 1995,2,Zn,-0.1866,-0.2065
Hordeum vulgare 'Europa',barley,C3,CRP,shoots,F,chamber,800/400,800,400,400, ,,,,,Haase et al 2008,5,Fe,0.055,0.0535
Hordeum vulgare 'Iranis',barley,C3,CRP,foliar,F,chamber,700/350,700,350,350,0 salinity,,,,,Perez-Lopez et al 2014,9,B,-0.2222,-0.2513
Hordeum vulgare 'Iranis',barley,C3,CRP,foliar,F,chamber,700/350,700,350,350,0 salinity,,,,,Perez-Lopez et al 2014,9,Cu,0,0
Hordeum vulgare 'Iranis',barley,C3,CRP,foliar,F,chamber,700/350,700,350,350,0 salinity,,,,,Perez-Lopez et al 2014,9,Fe,0.0781,0.0752
Hordeum vulgare 'Iranis',barley,C3,CRP,foliar,F,chamber,700/350,700,350,350,0 salinity,,,,,Perez-Lopez et al 2014,9,Mn,0.1705,0.1574
Hordeum vulgare 'Iranis',barley,C3,CRP,foliar,F,chamber,700/350,700,350,350,0 salinity,,,,,Perez-Lopez et al 2014,9,Zn,-0.0588,-0.0606
Hordeum vulgare 'Theresa',barley,C3,CRP,grain,E,FACE,550/380,550,380,170,"N100, 2000",52.3,10.43,Braunschweig,Germany,Wroblewitz et al 2013,2,Cu,-0.0788,-0.0821
